"";"chr";"name_600k";"pos_bp_600k";"pos_cM_600k";"name_50k";"pos_bp_50k";"pos_cM_estimated"
"8314";6;"AX-90548063";9594538;9,79088251468514;"PZE-106006706";9186313;9,90507517941575
"8315";6;"AX-90548065";9601609;9,7956243039074;"PZE-106006730";9193384;9,90981696863802
"8316";6;"AX-90548066";9608927;9,80052794443401;"PZE-106006772";9200702;9,91472060916462
"8317";6;"AX-90548067";9610524;9,80159754939783;"PZE-106006805";9202299;9,91579021412844
"8318";6;"AX-90548072";9899322;9,99202855681399;"PZE-106007051";9490668;10,1062212215446
"8319";6;"AX-90548073";9902679;9,99420735568076;"PZE-106007060";9494025;10,1084000204114
"8320";6;"AX-91366334";9907408;9,99727527906336;"SYN11459";9498754;10,111467943794
"8321";6;"AX-90561413";9908183;9,99777790759292;"SYN11457";9499529;10,1119705723235
"8322";6;"AX-90548545";18167406;13,4109699509692;"PZE-106020716";16802079;13,5251626156998
"8323";6;"AX-91353443";18167543;13,4110019413167;"PZE-106020715";16801942;13,5251946060473
"8324";6;"AX-90548543";18171004;13,4118099189536;"PZE-106020708";16798481;13,5260025836842
"8325";6;"AX-90548541";18175211;13,4127915669089;"PZE-106020677";16794273;13,5269842316395
"8326";6;"AX-91353439";18673607;13,5254233514502;"PZE-106020572";16293622;13,6396160161808
"8327";6;"AX-90548536";18847153;13,5630020005976;"PZE-106020499";16167793;13,6771946653282
"8328";6;NA;NA;NA;"PZE-106020696";16795395;13,5267227771227
"8329";6;"AX-91353464";17134940;13,1529506715362;"PZE-106020972";17723425;13,2671433362668
"8330";6;"AX-90548561";17358455;13,2117990779825;"PZE-106020879";17502191;13,3259917427131
"8331";6;"AX-91353456";17434828;13,2315145474905;"PZE-106020839";17425732;13,3457072122211
"8332";6;"AX-91353454";17488552;13,2452654814103;"PZE-106020830";17372345;13,3594581461409
"8333";6;"AX-91353452";17755759;13,3122413491716;"PZE-106020787";17175420;13,4264340139022
"8334";6;"AX-90548550";17761784;13,3137247587278;"PZE-106020777";17169394;13,4279174234585
"8335";6;"AX-90548548";17761860;13,3137434631801;"PZE-106020775";17169318;13,4279361279107
"8336";6;"AX-90548581";15856637;12,7810269656848;"PZE-106021363";18846283;12,8952196304154
"8337";6;"AX-90548579";16178669;12,8806909697213;"PZE-106021320";18646911;12,9948836344519
"8338";6;"AX-90566235";16178843;12,8807436898659;"SYN25282";18646737;12,9949363545965
"8339";6;"AX-91371159";16179227;12,8808600335077;"SYN25279";18646353;12,9950526982383
"8340";6;"AX-90548576";16179708;12,8810057577602;"PZE-106021293";18645872;12,9951984224908
"8341";6;"AX-90548575";16278776;12,9108240866996;"PZE-106021260";18535896;13,0250167514302
"8342";6;"AX-90548573";16565201;12,9948815794082;"PZE-106021194";18255168;13,1090742441388
"8343";6;"AX-91353471";16572659;12,9970282479894;"PZE-106021183";18247710;13,11122091272
"8344";6;"AX-90548569";16653812;13,0202511349535;"PZE-106021112";18157068;13,1344437996841
"8345";6;"AX-90548594";14535925;12,3256482640609;"PZE-106021644";20331355;13,3008829286133
"8346";6;"AX-90548082";19436695;13,6847901305957;"PZE-106007309";21184140;13,7989827953263
"8347";6;"AX-90548084";19537603;13,7047760268941;"PZE-106007346";21254345;13,8189686916247
"8348";6;"AX-90548087";19599247;13,7168677522881;"PZE-106007384";21377346;13,8310604170187
"8349";6;"AX-91352988";19731249;13,7424668261671;"PZE-106007445";21465715;13,8566594908977
"8350";6;"AX-90548092";19731303;13,7424772175566;"PZE-106007446";21465769;13,8566698822872
"8351";6;"AX-90548088";19823032;13,7600350542882;"PZE-106007410";21525870;13,8742277190188
"8352";6;"AX-91352990";20191160;13,8286744360907;"PZE-106007529";21888894;13,9428671008213
"8353";6;"AX-91371461";20252509;13,8398405698814;"SYN26179";21942050;13,954033234612
"8354";6;"AX-90566538";20253967;13,8401050248389;"SYN26183";21943508;13,9542976895695
"8355";6;NA;NA;NA;"PZE-106007374";21317002;13,8242898875781
"8356";6;"AX-90548097";20497994;13,8837830721732;"PZE-106007631";22145603;13,9979757369039
"8357";6;"AX-90548100";20660810;13,9123014608026;"PZE-106007655";22306673;14,0264941255332
"8358";6;"AX-91352998";20665906;13,9131862902655;"PZE-106007666";22311769;14,0273789549961
"8359";6;"AX-91352999";21024960;13,9743981945213;"PZE-106007763";22664410;14,0885908592519
"8360";6;"AX-90548113";21259916;14,0133140828068;"PZE-106007906";22918392;14,1275067475375
"8361";6;"AX-90565095";21261589;14,0135881419718;"SYN21966";22916719;14,1277808067024
"8362";6;"AX-90548119";21733130;14,08924738209;"PZE-106008094";23359020;14,2034400468206
"8363";6;"AX-90548120";21803533;14,1002894259267;"PZE-106008114";23411373;14,2144820906573
"8364";6;"AX-90567373";22132471;14,1510982130324;"SYN2862";23724786;14,265290877763
"8365";6;"AX-90567380";22135444;14,1515518803618;"SYN2863";23727759;14,2657445450924
"8366";6;"AX-90548123";22197174;14,1609504284206;"PZE-106008209";23790972;14,2751430931512
"8367";6;"AX-90548129";25563641;14,6443748795348;"PZE-106008323";24183548;14,7585675442654
"8368";6;"AX-91353036";25931052;14,6974417206397;"PZE-106008506";24550220;14,8116343853703
"8369";6;"AX-90548140";25933166;14,6977482843938;"PZE-106008513";24552334;14,8119409491244
"8370";6;"AX-91353040";25983530;14,7050559444944;"PZE-106008575";24604489;14,8192486092251
"8371";6;"AX-91353041";25989614;14,7059392421406;"PZE-106008617";24610573;14,8201319068712
"8372";6;"AX-90548145";26666428;14,8048871354021;"PZE-106008747";25290605;14,9190798001327
"8373";6;"AX-90548147";26667631;14,8050641781285;"PZE-106008765";25291808;14,9192568428591
"8374";6;"AX-90548149";26946311;14,8461830269446;"PZE-106008892";25544937;14,9603756916752
"8375";6;"AX-90548151";26946853;14,846263201113;"PZE-106008904";25545479;14,9604558658436
"8376";6;"AX-90548155";27099239;14,8688350502452;"PZE-106008956";25702710;14,9830277149759
"8377";6;"AX-91353055";27100455;14,8690154098039;"PZE-106008963";25703927;14,9832080745346
"8378";6;"AX-90548161";27139261;14,8747731849595;"PZE-106009019";25742503;14,9889658496901
"8379";6;NA;NA;NA;"SYN29857";25337680;14,9263413733487
"8380";6;"AX-91353067";28068329;15,0137102072241;"PZE-106009267";26665997;15,1279028719547
"8381";6;"AX-91353069";28070346;15,0140139753908;"PZE-106009283";26668014;15,1282066401215
"8382";6;"AX-90548173";28111850;15,0202665662144;"PZE-106009328";26709560;15,134459230945
"8383";6;"AX-90548175";28119787;15,0214626943807;"PZE-106009355";26717497;15,1356553591113
"8384";6;"AX-91353074";28270188;15,0441534739168;"PZE-106009392";26907468;15,1583461386474
"8385";6;"AX-90561727";28276932;15,0451720276395;"SYN12291";26914212;15,1593646923701
"8386";6;"AX-90548182";28425056;15,0675665661067;"PZE-106009470";27030902;15,1817592308373
"8387";6;"AX-90548183";28512170;15,0807575013736;"PZE-106009495";27108271;15,1949501661042
"8388";6;"AX-91353082";28512306;15,080778106285;"PZE-106009496";27108407;15,1949707710156
"8389";6;"AX-90548185";28516337;15,0813888460805;"PZE-106009511";27112438;15,1955815108111
"8390";6;"AX-90548186";28522628;15,0823420630457;"PZE-106009530";27118729;15,1965347277763
"8391";6;"AX-90548187";28698013;15,1089469494863;"PZE-106009581";27269689;15,223139614217
"8392";6;"AX-91353089";28934113;15,1448516834131;"PZE-106009741";27501007;15,2590443481437
"8393";6;"AX-90548194";29356800;15,2093714043324;"PZE-106009923";27904433;15,323564069063
"8394";6;NA;NA;NA;"PZE-106009689";27502938;15,2592707907902
"8395";6;"AX-90548198";29567735;15,2416754036959;"PZE-106010007";28092637;15,3558680684266
"8396";6;"AX-90548199";29601984;15,246926798351;"PZE-106010058";28126890;15,3611194630816
"8397";6;"AX-91375129";29659098;15,2556878612324;"SYN36832";28225073;15,369880525963
"8398";6;"AX-91375131";29711637;15,2637512495762;"SYN36834";28144832;15,3779439143068
"8399";6;"AX-90548201";29712589;15,2638973930795;"PZE-106010115";28143880;15,3780900578101
"8400";6;"AX-90548209";30235834;15,3444035800078;"PZE-106010463";28767888;15,4585962447384
"8401";6;"AX-90548213";30486336;15,3830629397388;"PZE-106010668";29013973;15,4972556044694
"8402";6;"AX-90572844";30754790;15,4245662601389;"SYN8861";29287094;15,5387589248696
"8403";6;"AX-90572845";30768076;15,4266221179224;"SYN8862";29300381;15,540814782653
"8404";6;"AX-90548217";31121787;15,4814120564022;"PZE-106010901";29641154;15,5956047211328
"8405";6;"AX-90548222";31278344;15,5056948527727;"PZE-106011053";29800854;15,6198875175033
"8406";6;"AX-91353122";31365975;15,5192945097811;"PZE-106011096";29888588;15,6334871745117
"8407";6;NA;NA;NA;"PUT-163a-149009086-759";29350835;15,5487531362116
"8408";6;"AX-90548229";31587817;15,5537448045574;"PZE-106011202";30106824;15,667937469288
"8409";6;"AX-91353132";31629439;15,5602116164706;"PZE-106011270";30148449;15,6744042812012
"8410";6;"AX-90548235";31629648;15,5602440912265;"PZE-106011274";30148658;15,6744367559572
"8411";6;"AX-90548239";31727950;15,5755209902251;"PZE-106011377";30248412;15,6897136549557
"8412";6;"AX-91353138";31728006;15,5755296944876;"PZE-106011378";30248468;15,6897223592182
"8413";6;"AX-90548242";31990273;15,6163106596198;"PZE-106011504";30523505;15,7305033243504
"8414";6;"AX-91372752";32903641;15,7584889273508;"SYN29796";31413372;15,8726815920814
"8415";6;"AX-90548248";32909929;15,7594680664644;"PZE-106011989";31419660;15,873660731195
"8416";6;"AX-91353148";33036943;15,7792457498028;"PZE-106012123";31541307;15,8934384145334
"8417";6;"AX-90548251";33095757;15,788403439414;"PZE-106012204";31601533;15,9025961041446
"8418";6;NA;NA;NA;"PZA03047.22";31412177;15,8724957363194
"8419";6;"AX-90548264";33782692;15,895311607964;"PZE-106012668";32275206;16,0095042726946
"8420";6;"AX-90548265";33979670;15,9259376385275;"PZE-106012720";32456515;16,0401303032582
"8421";6;"AX-90548268";33983422;15,9265208187698;"PZE-106012770";32460267;16,0407134835004
"8422";6;"AX-91353168";33984058;15,9266196727126;"PZE-106012777";32460903;16,0408123374432
"8423";6;"AX-91353175";34762582;16,0474378859849;"PZE-106012935";33179342;16,1616305507155
"8424";6;"AX-90561313";35148518;16,107152314945;"SYN11180";33620960;16,2213449796756
"8425";6;"AX-91353182";35152076;16,1077021599184;"PZE-106013119";33624521;16,221894824649
"8426";6;NA;NA;NA;"PZE-106013029";33434201;16,1953280265925
"8427";6;NA;NA;NA;"PZE-106013065";33621903;16,2214904408837
"8428";6;"AX-90548297";36077663;16,2502395806986;"PZE-106013459";34545075;16,3644322454292
"8429";6;"AX-90548299";36099250;16,2535505595518;"PZE-106013491";34566837;16,3677432242824
"8430";6;"AX-90548300";36124580;16,2574347716719;"PZE-106013540";34603600;16,3716274364025
"8431";6;"AX-91368311";36534768;16,3201991263995;"SYN17205";34979921;16,4343917911301
"8432";6;NA;NA;NA;"PZE-106013766";34863238;16,4147744039593
"8433";6;"AX-91331007";36648621;16,3375724412013;"PUT-163a-18163247-1245";35091169;16,4517651059319
"8434";6;"AX-90548313";36913919;16,3779689869029;"PZE-106014205";35316604;16,4921616516335
"8435";6;"AX-91353209";36915855;16,3782633197354;"PZE-106014191";35314668;16,4924559844661
"8436";6;NA;NA;NA;"PUT-163a-18163247-1246";35091263;16,4517862977986
"8437";6;NA;NA;NA;"PZE-106014199";35316390;16,4921943630798
"8438";6;NA;NA;NA;"PZE-106014450";35895666;16,5860125629351
"8439";6;"AX-90562615";37856293;16,5203733041664;"SYN14933";36090498;16,634565968897
"8440";6;"AX-91353228";38166885;16,5668909972331;"PZE-106015070";36482118;16,6810836619637
"8441";6;"AX-91353231";38167713;16,5670147075737;"PZE-106015098";36482946;16,6812073723043
"8442";6;"AX-90548339";38711350;16,6478754396611;"PZE-106015431";36975439;16,7620681043917
"8443";6;"AX-90548340";38711773;16,647938064983;"PZE-106015444";36975862;16,7621307297136
"8444";6;NA;NA;NA;"PZE-106014943";36318373;16,6626715737195
"8445";6;"AX-90548346";39563685;16,7730677599661;"PZE-106015798";37823091;16,8872604246967
"8446";6;"AX-91353254";39659988;16,7870811073167;"PZE-106015863";37901285;16,9012737720473
"8447";6;NA;NA;NA;"PZE-106015808";37859073;16,8938184969663
"8448";6;"AX-91353259";39874686;16,8182203699238;"PZE-106016124";38117061;16,9324130346545
"8449";6;"AX-90548361";39875815;16,8183837389854;"PZE-106016143";38118190;16,932576403716
"8450";6;"AX-91353268";40570255;16,9180882865916;"PZE-106016403";38792386;17,0322809513223
"8451";6;"AX-91353274";40988469;16,9773410328963;"PZE-106016616";39200582;17,0915336976269
"8452";6;"AX-91353275";41140450;16,9987180157732;"PZE-106016698";39370888;17,1129106805038
"8453";6;"AX-91353278";41469493;17,0447046934835;"PZE-106016805";39661086;17,1588973582141
"8454";6;"AX-91373125";41472522;17,0451261116811;"SYN30854";39664115;17,1593187764117
"8455";6;"AX-90548381";41478403;17,0459442215562;"PZE-106016830";39669996;17,1601368862868
"8456";6;"AX-91353282";41695947;17,0761125074425;"PZE-106016943";39891277;17,1903051721731
"8457";6;"AX-90548384";41696085;17,0761315859803;"PZE-106016946";39891415;17,1903242507109
"8458";6;"AX-91353288";41774651;17,0869811073731;"PZE-106017013";40053175;17,2011737721037
"8459";6;"AX-91353289";41777888;17,087427592626;"PZE-106017081";40056412;17,2016202573566
"8460";6;"AX-91353290";42047810;17,1245099755737;"PZE-106017115";40308713;17,2387026403043
"8461";6;"AX-90548394";42063778;17,1266943996213;"PZE-106017150";40358252;17,2408870643519
"8462";6;"AX-90548395";42067261;17,1271707350641;"PZE-106017151";40354769;17,2413633997947
"8463";6;"AX-90548403";42572290;17,1957004145108;"PZE-106017312";40837901;17,3098930792414
"8464";6;"AX-90548404";42609229;17,200670071813;"PZE-106017319";40875092;17,3148627365436
"8465";6;"AX-90548405";42656598;17,2070342428476;"PZE-106017330";40922482;17,3212269075782
"8466";6;NA;NA;NA;"PZE-106017145";40327189;17,2411838389243
"8467";6;"AX-91331336";43060104;17,260843310353;"PUT-163a-60339906-2393";41236561;17,3750359750837
"8468";6;"AX-90526471";43060214;17,2608578793857;"PUT-163a-60339906-2392";41236671;17,3750505441163
"8469";6;"AX-91353315";43291766;17,2914027354844;"PZE-106017582";41532599;17,405595400215
"8470";6;"AX-91353314";43293958;17,2916907041822;"PZE-106017576";41534791;17,4058833689129
"8471";6;"AX-90548414";43294000;17,2916962216118;"PZE-106017575";41534833;17,4058888863424
"8472";6;"AX-91353317";43336329;17,2972526827232;"PZE-106017603";41576529;17,4114453474538
"8473";6;"AX-90548419";43454942;17,312778015589;"PZE-106017625";41695746;17,4269706803196
"8474";6;"AX-91353319";43612972;17,3333590098859;"PZE-106017679";41858347;17,4475516746165
"8475";6;"AX-91353324";43838007;17,362458774372;"PZE-106017770";42081033;17,4766514391026
"8476";6;"AX-91353325";43840066;17,3627238886085;"PZE-106017779";42078974;17,4769165533391
"8477";6;"AX-90548435";44303151;17,4218141184831;"PZE-106017977";42612005;17,5360067832137
"8478";6;"AX-91353337";44431873;17,4380462750984;"PZE-106018016";42729230;17,552238939829
"8479";6;"AX-90548469";46356007;17,6699404523552;"PZE-106018579";44598240;17,7841331170858
"8480";6;"AX-90548470";46357995;17,6701690426277;"PZE-106018582";44600228;17,7843617073583
"8481";6;"AX-90548471";46358033;17,6701734118273;"PZE-106018583";44600266;17,7843660765579
"8482";6;"AX-91353372";46483938;17,6846018533614;"PZE-106018618";44717514;17,798794518092
"8483";6;"AX-91353376";46623261;17,7004554246251;"PZE-106018683";44868040;17,8146480893557
"8484";6;"AX-90548481";46911316;17,7328532006183;"PZE-106018775";45241030;17,8470458653489
"8485";6;"AX-90548483";46918112;17,7336113019371;"PZE-106018793";45276138;17,8478039666677
"8486";6;"AX-90548482";46918445;17,7336484409986;"PZE-106018792";45276471;17,8478411057292
"8487";6;"AX-90548486";47428905;17,7897503164673;"PZE-106018949";45711965;17,9039429811979
"8488";6;"AX-90548488";47430737;17,7899486415745;"PZE-106018957";45710133;17,9041413063051
"8489";6;"AX-90548492";47470372;17,7942340143873;"PZE-106018981";45759289;17,9084266791179
"8490";6;"AX-90548497";47635553;17,8119827600756;"PZE-106019097";45922466;17,9261754248062
"8491";6;"AX-90548494";47641009;17,8125659458619;"PZE-106019044";45927925;17,9267586105925
"8492";6;"AX-91353399";47821258;17,8317215603759;"PZE-106019155";46111110;17,9459142251065
"8493";6;"AX-90548502";47827393;17,8323697374496;"PZE-106019160";46117245;17,9465624021802
"8494";6;"AX-91353402";47827416;17,8323721669796;"PZE-106019161";46117268;17,9465648317102
"8495";6;NA;NA;NA;"PZE-106019390";46994977;18,0315722336213
"8496";6;"AX-90548512";49028768;17,9543165855652;"PZE-106019447";47308425;18,0685092502958
"8497";6;"AX-90548514";49349773;17,985166885032;"PZE-106019512";47559490;18,0993595497626
"8498";6;"AX-91353415";49552797;18,0042874860957;"PZE-106019546";47845187;18,1184801508263
"8499";6;"AX-90548518";49692632;18,0172783999604;"PZE-106019566";47983967;18,131471064691
"8500";6;"AX-90548519";50129105;18,0568991260563;"PZE-106019644";48408309;18,1710917907869
"8501";6;"AX-90548598";53209855;18,3032415076474;"PZE-106021796";50647415;18,417434172378
"8502";6;"AX-91353499";53417559;18,3181825166877;"PZE-106021827";50850961;18,4323751814183
"8503";6;NA;NA;NA;"PZE-106021752";50129042;18,3688524390013
"8504";6;"AX-90548601";53715823;18,3393614780659;"PZE-106021872";51151250;18,4535541427965
"8505";6;"AX-90548602";54277713;18,3784623538361;"PZE-106021956";51695097;18,4926550185667
"8506";6;"AX-91353502";54845439;18,4170667850052;"PZE-106022072";52277051;18,5312594497358
"8507";6;NA;NA;NA;"PZE-106022125";52582642;18,550799343385
"8508";6;"AX-90548638";57750981;18,6073573714188;"PZE-106022736";55135414;18,7215500361494
"8509";6;"AX-90548642";58028767;18,625475948733;"PZE-106022846";55386978;18,7396686134636
"8510";6;"AX-91353543";58226211;18,6384002600288;"PZE-106022886";55592661;18,7525929247594
"8511";6;"AX-90548646";58230887;18,6387068829504;"PZE-106022904";55597339;18,752899547681
"8512";6;"AX-90548647";58232665;18,638823480067;"PZE-106022908";55599117;18,7530161447976
"8513";6;"AX-91353547";58235187;18,6389888735759;"PZE-106022915";55601639;18,7531815383065
"8514";6;"AX-90548649";58236061;18,6390461925638;"PZE-106022917";55602513;18,7532388572944
"8515";6;"AX-91353557";58660344;18,6669946906211;"PZE-106023157";56025285;18,7811873553517
"8516";6;"AX-90548659";58748671;18,6728478219361;"PZE-106023206";56115109;18,7870404866667
"8517";6;"AX-90548665";59178385;18,7015304047555;"PZE-106023354";56545616;18,8157230694861
"8518";6;"AX-90548677";60225849;18,7732963502838;"PZE-106023780";57491493;18,8874890150144
"8519";6;"AX-90548681";60308555;18,7790993934609;"PZE-106023860";57576209;18,8932920581915
"8520";6;"AX-91374470";60491769;18,7920365885216;"SYN34885";57746875;18,9062292532522
"8521";6;"AX-90569538";60496359;18,7923621909332;"SYN34883";57751465;18,9065548556638
"8522";6;NA;NA;NA;"PZA03120.3";57538539;18,8906638582004
"8523";6;"AX-90560939";61049871;18,8322001490026;"SYN10073";58267314;18,9463928137332
"8524";6;"AX-90548685";61189007;18,8424044624803;"PZE-106024131";58427404;18,9565971272109
"8525";6;"AX-91378535";61207798;18,8437888229277;"SYNGENTA4261";58446196;18,9579814876583
"8526";6;"AX-91353585";61212294;18,8441202720791;"PZE-106024232";58450692;18,9583129368097
"8527";6;NA;NA;NA;"PZA01527.1";58264144;18,9461882666997
"8528";6;NA;NA;NA;"SYN3915";58446775;18,9580242332866
"8529";6;"AX-91353595";61929976;18,8981939576089;"PZE-106024754";59175576;19,0123866223395
"8530";6;"AX-90548703";62792471;18,9666104851088;"PZE-106025101";60015584;19,0808031498394
"8531";6;"AX-90565110";63728541;19,0458227461963;"SYN22002";60973830;19,1600154109269
"8532";6;"AX-90566021";63734499;19,0463451799383;"SYN24624";60979788;19,1605378446689
"8533";6;NA;NA;NA;"PZE-106025455";60845274;19,1488812019007
"8534";6;"AX-91353623";63878900;19,0590817667319;"PZE-106025558";61135886;19,1732744314625
"8535";6;"AX-90548726";64347004;19,101385520158;"PZE-106025785";61607500;19,2155781848886
"8536";6;"AX-90548733";64605450;19,1254348860698;"PZE-106025971";61857661;19,2396275508004
"8537";6;"AX-91353634";64704738;19,1348100654069;"PZE-106026017";61953358;19,2490027301376
"8538";6;"AX-90548736";64723425;19,1365831545427;"PZE-106026030";61972045;19,2507758192733
"8539";6;"AX-90567503";64828044;19,1465605074398;"SYN2895";62078064;19,2607531721704
"8540";6;"AX-91353637";64832731;19,1470095252281;"PZE-106026117";62082751;19,2612021899587
"8541";6;"AX-90548740";64969440;19,1601835842666;"PZE-106026163";62180859;19,2743762489972
"8542";6;"AX-91353640";64977074;19,1609236712552;"PZE-106026189";62188494;19,2751163359859
"8543";6;"AX-90525994";65313977;19,1940614004636;"PUT-163a-149009633-763";62545446;19,3082540651942
"8544";6;"AX-90548746";65326527;19,1953140777573;"PZE-106026622";62557996;19,3095067424879
"8545";6;"AX-91353646";65334324;19,1960930049283;"PZE-106026650";62565793;19,3102856696589
"8546";6;"AX-90548748";65515913;19,214380371309;"PZE-106026695";62738183;19,3285730360396
"8547";6;"AX-91353650";65520523;19,2148483167295;"PZE-106026740";62742793;19,3290409814601
"8548";6;"AX-90570202";65665590;19,2296679872402;"SYN3684";62879125;19,3438606519708
"8549";6;"AX-91353653";65912661;19,2553359334782;"PZE-106026883";63117686;19,3695285982088
"8550";6;"AX-91353654";65975821;19,2619855959668;"PZE-106026913";63166712;19,3761782606974
"8551";6;"AX-90548758";66050984;19,2699463617023;"PZE-106026940";63239747;19,3841390264329
"8552";6;"AX-90548761";66260687;19,2924325562527;"PZE-106027037";63431324;19,4066252209833
"8553";6;"AX-90548763";66392995;19,3068319409606;"PZE-106027168";63563322;19,4210246056912
"8554";6;"AX-91354145";66660241;19,3364286365746;"PZE-106043767";63827496;19,4506213013052
"8555";6;"AX-90549255";67071014;19,3832935355104;"PZE-106044028";64231256;19,497486200241
"8556";6;"AX-90549258";67255892;19,4049452175376;"PZE-106044097";64424253;19,5191378822682
"8557";6;"AX-90548766";68205743;19,5219401408598;"PZE-106027241";65266627;19,6361328055904
"8558";6;"AX-90548769";68206355;19,5220187400007;"PZE-106027257";65267239;19,6362114047313
"8559";6;"AX-90548774";68208373;19,5222779418979;"PZE-106027275";65269257;19,6364706066285
"8560";6;"AX-91353679";68898926;19,6137555416647;"PZE-106027523";65926072;19,7279482063953
"8561";6;"AX-91353684";68998740;19,6274470284031;"PZE-106027627";66026705;19,7416396931337
"8562";6;"AX-90548786";68998991;19,6274816108039;"PZE-106027633";66026956;19,7416742755345
"8563";6;"AX-90548788";69037393;19,6327816414989;"PZE-106027700";66065370;19,7469743062295
"8564";6;"AX-90571330";69070720;19,6373958708755;"SYN4545";66106739;19,7515885356061
"8565";6;"AX-91353689";69094971;19,6407620627623;"PZE-106027783";66126431;19,7549547274929
"8566";6;"AX-90548799";69636343;19,7178170838203;"PZE-106027994";66651791;19,8320097485509
"8567";6;"AX-91353699";69641180;19,718522276386;"PZE-106028002";66656628;19,8327149411167
"8568";6;"AX-91353700";69887006;19,7547600250214;"PZE-106028114";66897824;19,868952689752
"8569";6;NA;NA;NA;"PZE-106028501";67860223;20,0143228709465
"8570";6;"AX-90548807";71042108;19,9358867485386;"PZE-106028566";68113779;20,0500794132693
"8571";6;"AX-90548811";71144876;19,9529011932291;"PZE-106028615";68232782;20,0670938579597
"8572";6;"AX-90548816";71684911;20,0448327539697;"PZE-106028804";68766087;20,1590254187003
"8573";6;"AX-91366538";71697486;20,0470246980509;"SYN12012";68785710;20,1612173627816
"8574";6;"AX-90548823";71928282;20,0876765578926;"PZE-106028958";68998189;20,2018692226232
"8575";6;NA;NA;NA;"SYN12010";68779841;20,1605430660813
"8576";6;"AX-91353726";72198593;20,1363177224747;"PZE-106029088";69262160;20,2505103872053
"8577";6;"AX-91353727";72198825;20,1363599520224;"PZE-106029095";69262392;20,250552616753
"8578";6;"AX-91353730";72490410;20,1900973103399;"PZE-106029376";69571310;20,3042899750705
"8579";6;"AX-91353734";72563039;20,2036898114114;"PZE-106029481";69688447;20,317882476142
"8580";6;NA;NA;NA;"PZE-106029431";69622109;20,3103414248735
"8581";6;NA;NA;NA;"PZE-106029434";69622212;20,3103530018667
"8582";6;"AX-91353742";73559282;20,3987322310689;"PZE-106029924";70651897;20,5129248957995
"8583";6;"AX-90548845";73720112;20,4317602724156;"PZE-106029958";70833714;20,5459529371462
"8584";6;"AX-90548849";73750482;20,4380463131739;"PZE-106030011";70864070;20,5522389779045
"8585";6;"AX-91353749";73751105;20,4381754273328;"PZE-106030023";70864693;20,5523680920634
"8586";6;"AX-91353754";73884680;20,4660114394609;"PZE-106030130";70972718;20,5802041041915
"8587";6;NA;NA;NA;"PZE-106029942";70802055;20,5397352645845
"8588";6;"AX-91353757";73928215;20,4751499101989;"PZE-106030188";71015613;20,5893425749295
"8589";6;"AX-91353758";73929610;20,4754432751824;"PZE-106030203";71017008;20,589635939913
"8590";6;"AX-91353760";74136896;20,5194090409354;"PZE-106030267";71230284;20,633601705666
"8591";6;"AX-91369706";74138890;20,5198355956273;"SYN21028";71232278;20,6340282603579
"8592";6;"AX-90548867";74141228;20,5203358267969;"PZE-106030291";71234616;20,6345284915275
"8593";6;"AX-91374273";74547944;20,6088162537545;"SYN34347";71618816;20,7230089184851
"8594";6;"AX-91353776";74866045;20,6800589464492;"PZE-106030559";71921054;20,7942516111798
"8595";6;"AX-90548887";75432494;20,8114054522807;"PZE-106030890";72475608;20,9255981170113
"8596";6;"AX-90548889";75658625;20,8654586209316;"PZE-106030975";72804588;20,9796512856622
"8597";6;"AX-91353795";75714475;20,8789519405263;"PZE-106031110";72860546;20,9931446052569
"8598";6;"AX-90569790";75754082;20,8885554391369;"SYN35577";72898758;21,0027481038676
"8599";6;"AX-90548901";75845475;20,9108248179595;"PZE-106031248";72990009;21,0250174826901
"8600";6;"AX-90548903";76167603;20,9905375902172;"PZE-106031323";73295411;21,1047302549478
"8601";6;"AX-90548904";76369054;21,0413597669696;"PZE-106031428";73534131;21,1555524317002
"8602";6;"AX-90527050";76730825;21,1345183441413;"PUT-163a-78091466-4241";73904998;21,2487110088719
"8603";6;"AX-91353819";77521512;21,3466743007726;"PZE-106031962";74655518;21,4608669655032
"8604";6;"AX-91353823";77670089;21,3878630749552;"PZE-106032002";74794873;21,5020557396859
"8605";6;"AX-90548928";77840875;21,4357302212353;"PZE-106032161";74959244;21,5499228859659
"8606";6;NA;NA;NA;"SYN34792";74463114;21,4048238435743
"8607";6;NA;NA;NA;"PZE-106031900";74595069;21,4431369512603
"8608";6;"AX-91353832";78257680;21,5549059414671;"PZE-106032435";75397363;21,6690986061977
"8609";6;"AX-91353833";78259237;21,5553574231221;"PZE-106032472";75398920;21,6695500878527
"8610";6;"AX-90548938";78380223;21,5905834534518;"PZE-106032535";75517057;21,7047761181824
"8611";6;"AX-91353842";78626412;21,6631428690386;"PZE-106032754";75749425;21,7773355337693
"8612";6;"AX-90548944";78626506;21,6631707996038;"PZE-106032757";75749519;21,7773634643344
"8613";6;"AX-90548945";78653365;21,6711585916111;"PZE-106032764";75775768;21,7853512563417
"8614";6;"AX-90548946";79115296;21,8107516580839;"PZE-106032873";76166802;21,9249443228145
"8615";6;"AX-90548947";79116462;21,8111093366289;"PZE-106032882";76167968;21,9253020013595
"8616";6;"AX-90548951";79177689;21,8299289264217;"PZE-106032920";76236458;21,9441215911523
"8617";6;"AX-91353852";79177980;21,8300185494157;"PZE-106032930";76236749;21,9442112141463
